request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
e9c1d66e-1d48-46c3-a280-e296055ed747,169bfd1c-b54b-4a03-b40f-5a304abd2cb8,1099878.247538023,1099880.3559177888,1099880.946134169,3959,33,2.108379765879363,0.5902163800783455
c617d43a-cdfb-4f5e-b810-af22f460555a,a3c929d0-baa7-4945-b63f-33a6fc39fd65,1099883.951804033,1099884.301720503,1099884.742807684,3149,27,0.34991647000424564,0.44108718098141253
0bde6839-c4c2-4212-981e-024f60558b5c,bcb9a03c-7a7d-4221-8d1f-5f52836f8b7c,1099883.556399296,1099884.319130592,1099884.857415166,2387,36,0.7627312960103154,0.5382845739368349
7e29c95e-aa22-4b3a-919e-2e3dc6191a5b,5f1dfde8-0414-448f-b867-af9a8603ce0b,1099883.951791136,1099884.425008028,1099885.366030103,4377,58,0.47321689198724926,0.9410220750141889
c3c8aa48-b220-4fab-b480-cfb90bca9510,8205a582-0870-4530-86d0-ed900328ac62,1099881.984537376,1099884.099374228,1099886.55480773,6184,160,2.114836851833388,2.45543350209482
eaef6e87-c546-4143-a5b8-a1b22f1c9a49,ba46ec63-d117-43af-a082-fdb05a1381df,1099881.984699397,1099884.038289542,1099886.5463405692,1904,200,2.0535901449620724,2.5080510270781815
34c420cc-b510-4119-940b-3ddf88f42f92,c8ae7276-50d3-44bc-9777-36df0eb5b9e7,1099878.247495009,1099883.944389231,1099886.898642183,1170,200,5.6968942219391465,2.954252952011302
199740ef-6fb6-4bfa-8164-381ddeb0c7a3,1cf5c436-bb75-402c-9dfd-fae7395bc0a0,1099881.9846617,1099883.938809745,1099886.889268062,573,200,1.9541480450425297,2.950458317063749
c9466171-f3d3-4f84-81f3-8cd043e0dd2c,4a4b9580-1d15-458e-9b7f-fe574dea6d90,1099881.984665431,1099883.967981916,1099886.888936355,1948,200,1.9833164848387241,2.920954439090565
f43cc2fe-f3e5-4212-bbd5-b96aa15bcb98,f0cbebc5-adb6-461b-9b21-22667b2f1d8c,1099881.984611521,1099883.942136956,1099886.899171001,2328,200,1.9575254349038005,2.957034045131877
824bc7c7-c4cb-4959-917b-f66b7b2597d6,51d7aec4-2dba-42c1-8f75-3193d8c9b3b1,1099878.247534267,1099880.4197961919,1099883.4572467958,433,200,2.1722619249485433,3.037450603907928
257d7018-2dc9-4978-afe7-1664c9cdaf11,52901222-0bb4-47e4-8bba-8825319cf100,1099881.984619138,1099884.043192574,1099887.046188006,3297,200,2.0585734359920025,3.0029954318888485
03baf878-e35a-471f-a3e6-bf4f37cc6271,80c2eab9-93f4-47c0-9f83-f790c22d62f2,1099881.984707955,1099884.168220364,1099887.0396768479,1664,200,2.183512408984825,2.8714564838446677
a3ea6cdf-097a-43a8-aed8-7dd1fe3fbadb,0fd4279a-26c5-4067-ab88-75febf63597d,1099881.984669303,1099884.174539084,1099887.0431888911,6201,200,2.189869781024754,2.8686498070601374
603fd334-2c37-4292-b3f1-37d1427174ea,386b7318-3947-4df1-8dd5-2e93abdf10c2,1099878.247587986,1099880.826702388,1099883.364401448,6490,200,2.5791144019458443,2.537699060048908
d217ca0d-0f72-4ce6-94a1-6b2a75fb230d,c51e1c93-377f-4846-81a1-14e5879a721c,1099881.984534931,1099884.074297618,1099887.0519864429,5012,200,2.0897626869846135,2.9776888249907643
c7487d7f-4b47-46c4-9d44-60f1491286e7,3c65feda-6cb4-427f-8794-100421de1d7c,1099881.984621206,1099884.2668746281,1099887.0465617292,4565,200,2.2822534220758826,2.779687101021409
77dbe72d-49d0-4c2e-8fc2-5c71fb1432ee,32379e4f-c52b-4533-87e4-7ccbc01e4871,1099881.984531637,1099884.007562414,1099887.053121132,2551,200,2.0230307769961655,3.045558718033135
0b5211c5-0e8b-46ed-b850-cdb8e9f4c727,1a067fb7-ccd3-4e3a-8edd-1bc9cd091948,1099881.984506361,1099883.973025932,1099887.05477249,3562,200,1.9885195710230619,3.0817465579602867
3f074f4e-82a6-4b31-b36b-a52dd2a51c0f,0fc32f2f-3791-4f05-a896-da6268fe53f9,1099881.984623119,1099884.158406775,1099887.046553992,4366,200,2.1737836559768766,2.8881472169887275
9e03d220-4c64-4bd6-80b7-c5dda52d8729,64d8ea28-e569-4d18-8e95-335226687779,1099881.984710042,1099884.288681123,1099887.041402231,5656,200,2.3039710810407996,2.752721108030528
23c6f4b2-e9f8-4937-8250-ea73bedc0a92,a88abdf6-3fbe-4259-bf5a-0c2a8e73f81a,1099883.556392127,1099884.70315876,1099887.054028658,6355,200,1.1467666330281645,2.350869897985831
e6f03fba-5960-4ccc-bebd-83d50d18d7b4,db8b9137-24be-4133-bc23-03b4c48bff99,1099878.247581364,1099881.023483132,1099883.3729281828,7283,200,2.775901768123731,2.3494450508151203
d534503a-49d8-4bd0-a2dd-565b78c79b27,4181337f-4f55-4fd6-8fbd-e067aaaaebe3,1099878.247528344,1099881.261976152,1099883.471348862,6275,200,3.0144478080328554,2.2093727099709213
814701fc-ff97-49e1-8472-f166274cc9a0,6dea13ca-acc2-443b-bdac-b586c0f4fe58,1099881.984614636,1099884.258167835,1099887.052375593,6480,200,2.2735531989019364,2.7942077580373734
a3eb8da2-ced4-4b2b-af31-2b6817ad5562,14a415ae-d933-42c2-ba6d-1348294d8e80,1099878.247585587,1099880.258814568,1099883.3737331368,1898,200,2.011228980962187,3.1149185688700527
abf40a82-1e82-4433-b8c1-355137ccf27c,162bb746-0925-436c-8c6b-25f181810fb2,1099881.984671233,1099884.0707537918,1099887.2184168699,2542,200,2.086082558846101,3.147663078038022
d6fa0add-9feb-47a4-819c-39a020bfee9c,1942541f-2600-4c91-9e3f-a08bbb0dffa8,1099881.98452727,1099884.1135618542,1099887.2299818431,6257,200,2.129034584155306,3.116419988917187
29e38efa-5249-4464-a3bc-129723817fa6,584dad95-d36b-497a-92bb-3cefd7fd8072,1099881.984712005,1099884.179738388,1099887.2186745019,6369,200,2.1950263830367476,3.0389361139386892
e0b9e71a-4efd-4cbd-9849-88df4f2a51ce,0759bb94-aa77-4047-8f94-34cc9c62436b,1099881.984616688,1099884.3598341339,1099887.228291005,6394,200,2.375217445893213,2.868456871015951
0b3dcb09-2d0d-4f6e-9037-91ddbaf26b22,9728b43f-13e5-4f1c-b6d4-40db13828d76,1099881.98470166,1099884.542564703,1099887.22237734,6542,200,2.5578630429226905,2.679812637157738
