request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
8587e2f0-dc94-4d4b-a54e-66b1017ae66e,807c8997-0aa6-4419-b197-96c6e92c4c4e,1061896.18997496,1061897.793024025,1061899.00560234,5194,38,1.6030490649864078,1.2125783150549978
4e075837-e1eb-4a1b-8d8a-0739aaa561ba,73515c88-7aa9-4cf1-9314-b1478a657937,1061896.190325639,1061898.069720288,1061899.455188103,2992,40,1.8793946490623057,1.3854678149800748
d16000ce-0c8b-476b-a784-e2a4aa98c3c1,c11d6802-d0ee-4c6c-bec7-507f0b2efb7d,1061896.190454246,1061898.315546222,1061899.444918385,1558,27,2.125091976020485,1.1293721629772335
e3007c2c-34c2-4037-af7c-4432ed15e4df,d3b984f1-4463-48e3-98c8-2d606dc9acf4,1061896.189102753,1061897.865880417,1061899.951342785,2330,84,1.6767776638735086,2.085462368093431
d97e98c8-24ec-4b57-906c-bb403344a02c,b364d444-8745-4600-b91f-aad78b2bad15,1061896.190424611,1061899.700972708,1061900.7971277,1462,53,3.5105480968486518,1.0961549920029938
a3280c55-8cb1-45f4-8b51-70e385203111,4e79f1a7-f546-4b99-89f2-b8e49d5fd029,1061896.503109088,1061899.254398125,1061901.565586992,3061,91,2.7512890370562673,2.3111888670828193
d3570e11-95f4-4018-8a9d-e024e0c1c166,617f782e-efb9-4c0f-b006-2590c59dcebb,1061896.190441602,1061897.7584454068,1061901.8542684,2870,191,1.5680038048885763,4.095822993200272
d37d71b5-0667-4ae2-bf9e-a660d177f1aa,98bd0426-b33e-4919-a0d2-6f794d0900a4,1061896.190428874,1061898.02918395,1061901.8652689802,2901,200,1.838755076052621,3.836085030110553
176460ef-fdde-4915-922c-fd5c265b20d3,634a1cbf-6332-47a8-856d-2257eac7412a,1061896.189985114,1061897.768235013,1061901.8943592058,2387,200,1.5782498989719898,4.12612419296056
95a44674-3a53-4d2d-8e97-67622a921ec3,f4388798-3f35-4485-97c5-bae23c92d237,1061896.190494501,1061897.914028371,1061901.835173155,1483,200,1.723533869953826,3.921144783962518
097e4da4-25ba-482a-8056-18dc7c3ac45b,9a6af3c1-5811-4cdc-9a44-52f3fdbd379b,1061896.190452347,1061898.31634932,1061901.859337927,6216,200,2.1258969730697572,3.542988606961444
ce032412-e728-438c-abb8-1b73a08cb302,a5074d64-e207-4809-af4d-53dc770a0eeb,1061896.190339231,1061898.6726495689,1061902.3192475638,5382,200,2.482310337945819,3.6465979949571192
e9d769e8-ec0c-4231-91b9-17c9c19e9adf,3ce39b5f-5799-4fcb-89cc-2113064e6eff,1061896.190432954,1061898.8111997182,1061902.317714529,6225,200,2.6207667640410364,3.5065148109570146
b79ca8fd-bb55-4d44-bd80-af1538518aa1,d3cfd7a2-1d37-4009-b1ca-e19faf732c09,1061897.693673117,1061900.260562302,1061902.580328054,3501,123,2.5668891849927604,2.31976575194858
657f5cfb-9681-4b00-8ce6-9f94696dc9d0,32548ebb-b1f0-4405-81d5-d6a13b29969f,1061896.190444587,1061898.2571642469,1061902.7204486178,2843,200,2.066719659836963,4.46328437095508
ede8ce3c-4285-411d-8c8e-5196f18653fc,49a6c2d2-5263-4b00-a0a0-87b111b6ea71,1061896.190431,1061898.280377643,1061902.727795285,6257,155,2.089946642983705,4.447417641989887
939dfae1-d41b-48f8-a37d-40ad3aff7f58,e3581f64-96f8-42a5-a501-06b5a508c8d5,1061896.190449862,1061899.051731713,1061902.7207718422,5817,200,2.861281851073727,3.6690401290543377
adc66f62-920e-498a-bfb1-b698f206bc75,92c5bb60-fa3b-4201-8506-da490ee69f6d,1061896.190503077,1061899.3239356573,1061902.6960220863,7199,200,3.1334325801581144,3.3720864290371537
8f58dabc-5b88-46cb-8eae-ff52d159d889,ac7f1381-f111-4d18-8740-d17fce20aef7,1061896.190460195,1061899.329505782,1061902.6990276761,3976,200,3.1390455870423466,3.3695218940265477
5e8e3ba6-a205-4e06-8ccc-694c2db9f0ff,666b6a11-1b24-43ec-a8b0-67e4c6b834cc,1061896.190456194,1061899.148465094,1061902.721443608,3114,200,2.958008899819106,3.572978514013812
6e1e185b-908c-4334-a8c2-794fe2d93e5a,7749eb9c-39d3-4dcf-9ab7-6caa74d2bf15,1061896.19043956,1061898.890062087,1061902.723360982,2578,200,2.6996225269977003,3.8332988950423896
ea5c8c96-84bb-490c-9657-a830a3d899f4,ede4ea99-6bc7-47a9-97a8-7ea6a34f7071,1061896.19050733,1061899.32851194,1061902.697348233,1674,200,3.1380046100821346,3.3688362929970026
11d46166-fbc9-4c07-9359-5df29f90c4d6,2a63fe5c-ad22-4030-9d20-22d7d1caa230,1061896.190446473,1061898.665240303,1061902.723717769,5762,200,2.4747938299551606,4.058477465994656
b9d309c1-d6ff-4614-8d57-3da624456df6,f34753d8-0a89-4fec-9956-1d303c43270d,1061896.503101472,1061898.891931004,1061903.0896609009,6281,200,2.388829531846568,4.197729896986857
