request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot,cached_tokens
19eb2a49-8286-496f-b240-8af64e45b4b6,bf643991-8072-4e34-aaba-6aa45667f279,7935211.087656997,7935211.5066420045,7935219.122466888,1506,200,0.41898500733077526,7.615824883803725,512
506168dd-c1a2-4cc6-ba3b-5cf369b518bc,3ae663a1-4eaa-473c-a8ca-e5ed2fd6bf81,7935211.087655093,7935212.773121289,7935219.812991621,5829,115,1.6854661963880062,7.039870331995189,176
04f122f5-b3d0-4604-837a-9569015a45bc,9bb66c7b-e720-4c31-baca-a2f43672e95a,7935207.188666202,7935207.853861867,7935219.487770277,1083,200,0.6651956653222442,11.633908409625292,160
bd7a1b1d-3ab1-4625-bfbc-495694c6fd94,bc3c695a-dbbe-46c3-b730-f17bff089f3e,7935211.772035789,7935212.572586898,7935223.538061365,5603,200,0.8005511090159416,10.96547446679324,224
dc0314f2-4343-4eb4-8acd-ad091dc6a74b,644cffe6-f7e2-45fc-8b1e-a5ae777f772e,7935211.772038949,7935212.777098117,7935223.564224344,5746,200,1.0050591686740518,10.787126226350665,784
7dfe4982-8962-4b5d-9b64-c225219d1088,4de1cfe3-bafc-4c88-b75f-5e9daea7a2a2,7935212.772369726,7935213.087386496,7935223.81919701,1821,200,0.31501677073538303,10.73181051388383,176
560e3038-aa9f-403a-8c37-520b19aa1f81,78c7ebb0-2d9a-4cfc-adc9-dc9ee1c4eab2,7935207.18862333,7935212.0470970515,7935223.930421477,5534,200,4.858473721891642,11.883324425667524,288
60c2e700-b529-48c1-95c3-dad0ba6ad7ac,253cd96e-682a-412f-b75a-b826bf7b830c,7935211.087572256,7935212.660376505,7935223.935199223,5881,200,1.5728042488917708,11.274822718463838,160
eb5f8ccc-b7c4-4914-92a7-f292850dffa4,fd85aaea-6f27-4a87-b591-1bc8eedf9b03,7935207.188657313,7935209.437553204,7935220.104124066,5951,200,2.2488958910107613,10.66657086275518,160
8a57ad1b-ac8e-451a-8234-6ed2b17df3d8,d4238793-b034-4004-8635-9639e6bd91f6,7935211.087631026,7935213.285957572,7935223.954105015,5998,200,2.198326545767486,10.668147442862391,160
