request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
f6b56254-9d56-4ae2-8a80-6d4214770193,9a390ce8-ec52-46aa-9236-6b87deba390f,1065809.526031748,1065810.005586437,1065810.5585257008,580,36,0.47955468902364373,0.5529392638709396
11536ead-d6a1-4d8b-b534-2f9aacfb7e06,597e445a-2c38-4b2f-b7cb-58bc687530aa,1065810.00742852,1065810.534639831,1065811.137822446,3869,55,0.5272113110404462,0.6031826150137931
513cd398-adbb-48a3-9e4e-b2baed4a7842,926c3003-403a-4d26-8abc-470294e75116,1065810.007425602,1065810.443962124,1065811.180337688,3099,59,0.4365365218836814,0.7363755640108138
1641913c-3a99-4e2d-9f6f-1254f320127f,775a620a-53c2-482c-acc3-879d73016519,1065810.007440883,1065810.618682284,1065811.370336764,1845,51,0.6112414009403437,0.7516544801183045
157e7aa5-a65c-4a55-b322-a95b7c4eaf1a,007879d7-17c6-4389-ba33-481a162caaa9,1065809.526039738,1065809.965804457,1065811.7316783739,1737,133,0.43976471899077296,1.765873916912824
e82f2e2d-be94-4ba3-b088-0c16fbbc5288,b1697879-d825-4370-a4b7-bd69d2d2d4aa,1065809.526034753,1065810.383212186,1065811.732546047,6287,98,0.8571774328593165,1.3493338611442596
09c952ec-4adb-4341-9bfe-c07d74870c56,05e1566c-e2c2-40c1-8197-f0a115703a0c,1065809.525885808,1065809.9488362782,1065811.8917028422,3272,135,0.4229504701215774,1.9428665640298277
a32efa43-31a4-4702-9414-c8b4b124321e,33f5eb26-3de9-4bce-925b-e443662cebb3,1065806.313734424,1065807.0496095961,1065809.021744708,5460,158,0.7358751720748842,1.9721351119223982
f0c660ca-85a3-4d21-8c4f-d8ccde941606,087ebd95-458a-4a4d-8a3d-99a3a25f823f,1065809.525917091,1065810.493487112,1065812.249883355,6153,146,0.9675700210500509,1.756396243115887
fa76e2d4-7f6a-493f-8d17-a668cf69574e,77009573-9a63-4e26-9c35-e340c889f339,1065809.525990042,1065810.083895882,1065812.3467263298,4755,200,0.5579058399889618,2.262830447871238
