request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
b19e10f1-bba9-4532-97f8-a2ac5d03cada,829b07c5-8a87-4804-a3af-d41b3777d5f7,1071733.098786793,1071733.380963424,1071734.204046807,4585,34,0.28217663103714585,0.8230833830311894
1bf4beae-34d9-434d-91e4-bc9ba2f7a68a,db7e9f5d-8a61-4add-b03f-97cfb3b8ea31,1071730.283166897,1071733.4506656209,1071735.8565175289,2053,200,3.1674987238366157,2.4058519080281258
8b7026d6-17b2-4ad2-a936-7d9878fa9ab9,50255ca8-a7bc-49f9-aa44-a33caa66a0be,1071733.532895557,1071733.8664531438,1071735.8552111858,6388,142,0.33355758688412607,1.9887580419890583
9b833942-bc03-4846-abe0-4945b7080598,169bfd1c-b54b-4a03-b40f-5a304abd2cb8,1071733.098828403,1071733.5630009652,1071735.8706381652,3959,200,0.4641725621186197,2.307637199992314
ba384549-427f-4c89-a379-c17a5839bc3c,a5fcfe4e-eb51-4ac0-b8bc-d87496e3d9cb,1071733.098635123,1071733.446779672,1071736.1914863861,1428,200,0.3481445489451289,2.7447067140601575
36ae49e3-17ad-492d-bb8a-1c240ae073dc,78c7ebb0-2d9a-4cfc-adc9-dc9ee1c4eab2,1071733.957558752,1071734.4198324762,1071736.1860522272,6069,142,0.46227372414432466,1.7662197509780526
366330c9-481d-4cad-b6cc-2ddca5962341,1a988c14-d0aa-42e6-93b1-f46a41f68179,1071733.098778031,1071733.5643430501,1071736.2032952262,6430,200,0.46556501905433834,2.6389521760866046
06464650-97e8-4ef9-9a41-090e523b71d1,4181337f-4f55-4fd6-8fbd-e067aaaaebe3,1071733.098681711,1071733.4504052098,1071736.2731565929,6275,200,0.351723498897627,2.8227513830643147
50f288fa-4e66-46b4-85fa-875090e3f49f,f69dcbd3-4c9e-47a7-a557-6f293de800ba,1071733.0987197,1071733.487020743,1071736.308659409,2512,200,0.3883010430727154,2.821638665860519
f6fc9490-5e0b-4cbc-a064-090c6f0086e4,764b887c-0f76-4dbe-8fcb-1a144f07cbcd,1071733.09881168,1071733.460644915,1071736.254076143,1470,200,0.36183323501609266,2.7934312280267477
b10a2ba7-4cfd-4710-add8-5b986e7b38df,9bb66c7b-e720-4c31-baca-a2f43672e95a,1071733.098745118,1071733.461191738,1071736.255144631,1164,200,0.3624466201290488,2.793952893000096
2ce73533-e7c9-4416-a5f7-45772a4e02fd,a2d50e13-b70d-4fc7-ae7b-c9da9cadaf6a,1071733.098762185,1071733.466525733,1071736.25500185,5867,200,0.36776354792527854,2.7884761169552803
866f503a-df0c-4a3b-a49a-e3a0cb6c4a6b,83bbb9d5-79c9-4299-b5f6-dd26896c2ca1,1071733.312116476,1071733.6410796691,1071736.333639479,5985,200,0.32896319311112165,2.6925598098896444
1bb1633a-8ce5-432a-b006-21403d3c7154,14977bc6-b841-46dd-949a-526f446325e7,1071733.09879983,1071733.457887636,1071736.30526912,5912,200,0.35908780596219003,2.847381483996287
1ea6fd63-d5a6-4aab-b2b5-7e9e4bb212c9,126d60f8-035c-4467-9714-706011decbc4,1071734.304361316,1071734.3716045488,1071736.4085005417,5574,200,0.06724323285743594,2.036895992932841
9b6100d1-bed0-4d7b-94fa-75f43c2c89db,33f5eb26-3de9-4bce-925b-e443662cebb3,1071734.146427551,1071734.358069835,1071736.422493289,5460,150,0.2116422839462757,2.0644234539940953
9e9de460-0d93-42c2-bf53-145de0a9ee03,0b4cd372-bd8b-4110-ae65-321a75436596,1071733.098734866,1071733.433190704,1071736.4416983789,2437,200,0.33445583819411695,3.0085076747927815
db987c8e-2632-4cf8-aacf-b48465836de0,b3f909ce-018e-4430-b0f6-b0dfbcd17eb4,1071733.098842136,1071733.559697479,1071736.433795963,5821,200,0.460855342913419,2.874098483938724
017c5271-f050-4544-9169-273783d0b03f,51d7aec4-2dba-42c1-8f75-3193d8c9b3b1,1071733.686059065,1071733.985334586,1071736.566308047,433,200,0.29927552095614374,2.5809734610375017
82583f71-b57f-471c-852a-2a21e00c042c,5363cb6c-edd6-43d7-9a0e-58df46053aa0,1071734.516226483,1071734.7196088482,1071737.073249753,6179,200,0.2033823651727289,2.3536409048829228
6c595793-17bf-4f94-a4ea-232647d50591,6ee396d8-db4c-4684-88ab-113b143832cd,1071733.09870198,1071733.590290198,1071737.557996571,6166,200,0.4915882181376219,3.967706372961402
221b8038-22b6-4acb-833b-060787ceda3e,cb102b8f-c978-4954-a7b4-75be58ca1971,1071733.098858225,1071733.712855768,1071737.535166242,6137,200,0.6139975429978222,3.822310474002734
b2148b7a-2bcb-44eb-968a-203b7749cf51,bce6251d-3800-4c24-95b5-d0897fa4e7d4,1071736.547125113,1071737.092546752,1071737.669470176,6098,22,0.5454216389916837,0.5769234241452068
84dcb61f-3b64-46df-8252-3e9b474523a6,3e898836-74a0-4cf5-a1cb-5bb4c5d138b8,1071735.247902142,1071735.9623008699,1071738.2303053748,716,200,0.714398727985099,2.2680045049637556
b2216527-5b4a-45d0-b755-6a186c617ce9,109911a5-9e24-4bdc-95c0-fd2a56571c91,1071734.731551579,1071735.3805796169,1071738.356785465,6540,200,0.6490280379075557,2.976205848157406
ecb1701a-bfad-4722-a491-3a309438c627,06312fd4-a78a-42c6-96c4-a5088cfcc81e,1071737.896012696,1071738.0959613961,1071738.462407146,2970,29,0.19994870014488697,0.36644574999809265
e1c62b6b-903b-4a2b-afb1-6af9dc731139,c8ae7276-50d3-44bc-9777-36df0eb5b9e7,1071735.406310116,1071736.0774514999,1071738.4671064988,1170,200,0.6711413839366287,2.389654998900369
ab253ba5-031a-45a0-8bdc-1bdce10943cd,251488a3-474a-4d1e-86f6-49623c84f87d,1071735.732121026,1071736.264987227,1071738.684480103,5993,200,0.5328662011306733,2.419492875924334
6b604425-1b86-4df1-bf17-71b7a0af3b99,dcebb6b1-74bc-4dbf-86f2-41f09017875b,1071736.330010279,1071736.5220157001,1071738.778114088,2627,200,0.19200542103499174,2.256098387995735
c412afa0-4e8d-4f0d-b94c-26fb75afef1c,2f9c2aee-388c-4fb1-b8f9-85bd785f7f6d,1071735.557479679,1071736.1479334508,1071738.9876483988,6233,200,0.5904537718743086,2.8397149480879307
2314e4d0-f0f4-46d5-833c-885ec408c6e8,89e80c47-eb76-4c40-b6e4-269cb612656b,1071736.698873127,1071736.7591540432,1071739.2046963342,1231,200,0.06028091604821384,2.445542291039601
6e8df8fd-4157-41f0-9c45-88b51ea41caf,fd85aaea-6f27-4a87-b591-1bc8eedf9b03,1071734.911799443,1071735.973282864,1071739.2019553,6258,200,1.0614834211301059,3.2286724359728396
a06dc26c-6a2f-479a-8efc-3b7d3ae71a66,b87d1b47-75a0-4129-8580-a96e0868928f,1071735.966264029,1071736.283523194,1071739.40298597,5528,200,0.3172591649927199,3.1194627759978175
5f89c133-ea6f-4fb7-82ab-5aef2981e94a,28915ffd-791e-4fc8-a695-21c211be6a09,1071736.922327788,1071737.262926058,1071739.4809471539,6275,200,0.3405982698313892,2.218021095963195
