request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
7af5691e-39eb-42e4-a796-888184f55f3c,9a390ce8-ec52-46aa-9236-6b87deba390f,34714.847986491,34715.351275765,34715.782982764,580,26,0.5032892740055104,0.43170699899928877
65d81d46-d7c7-423d-bb75-c517ec7b118e,d4238793-b034-4004-8635-9639e6bd91f6,34714.848039235,34715.58364620701,34716.18256165901,6387,51,0.7356069720044616,0.5989154519993463
d888f93d-8ffb-421d-8e8f-c9d25f50a8c1,007879d7-17c6-4389-ba33-481a162caaa9,34714.84806262,34715.50607305,34716.284279558,1737,70,0.6580104299937375,0.7782065080027678
c482c863-859c-4905-834d-4168fc838a8b,37c779a1-77dd-45e5-a13f-f0534a9dd0d3,34714.014841823,34714.713831331,34716.747680059,2512,200,0.6989895079968846,2.03384872800234
9288094b-813d-40db-a80b-4bfac334e5be,3ae663a1-4eaa-473c-a8ca-e5ed2fd6bf81,34715.86448024,34716.661411474,34717.033688266,6228,26,0.796931233999203,0.3722767919971375
6a8e817c-5443-4e77-8d70-db7b30d707d8,ddc57c83-caa0-4a4c-8cfc-8da57329d8e5,34714.01481718,34714.909046884,34717.068382485,5973,200,0.8942297039975529,2.15933560099802
698a0bc6-9842-421c-ba39-50cf19e324ad,afd76ba8-dee7-4f83-b1dd-08d1d278d296,34714.014947082,34715.125208439,34717.756199176,6401,200,1.1102613569964888,2.6309907370014116
555bc6bc-e219-4d98-abaf-35a16fbc86f8,775a620a-53c2-482c-acc3-879d73016519,34715.864506049,34716.870273244,34717.998990356,1845,53,1.0057671949980431,1.1287171119984123
03d8be90-d287-486b-84d8-7c915d456472,2f758670-b8ed-4ec1-862e-affd9609923b,34714.849078985,34715.229588616996,34718.019173092995,4207,167,0.38050963199930266,2.7895844759987085
d73c441e-9af2-4012-94db-89d1ac9ba4af,68c2cd56-cbb7-49b7-9c8c-18311d704231,34714.848044505,34715.281183325,34718.316958996,3937,200,0.43313882000074955,3.0357756710000103
2ea00047-dd58-4c47-89c7-5526d2589bce,12cd0593-3b00-4e01-8af8-5885c65b23b2,34714.848025,34715.283274734,34718.318972872,3281,200,0.4352497340005357,3.035698138002772
