request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot,cached_tokens
d7d14baf-e064-4221-89e9-8bf714dbec3a,b2959338-7733-446e-a1fc-f893d4bbb529,23196069.748140726,23196070.776643127,23196075.42745099,2165,200,1.0285024009644985,4.650807861238718,0
5e5c9285-8867-4d1c-b333-179d995fa684,ae1e6604-c951-4947-a669-fbc4c2d86a4c,23196070.74887404,23196071.231536105,23196075.57041273,3614,200,0.48266206681728363,4.338876623660326,0
9300f79e-6693-400c-a6fb-c8a0efed22ba,f7c3f80e-2f20-4a28-915e-a26c9be7d2da,23196071.749846432,23196071.800669517,23196076.726740845,399,200,0.05082308501005173,4.92607132717967,0
965a5eb1-97df-4854-b89f-3c78d3345a94,8ffee001-8f7b-4d37-86f3-34e02329bf62,23196072.750777844,23196073.05181529,23196079.06398459,2265,200,0.3010374456644058,6.012169301509857,0
b29506c7-8265-48f4-b376-7fb312d3107c,0b4bceb4-1ee5-4912-8daa-f9f821438429,23196073.75125588,23196074.490485806,23196080.200677533,5574,200,0.7392299249768257,5.71019172668457,0
136dd1a5-b980-4b2b-948f-7e81569e0707,a7ff0808-d5ee-4e16-8964-a115ace0899f,23196074.752307735,23196074.9859215,23196080.558202878,1915,200,0.2336137630045414,5.572281379252672,0
a985794e-8cb8-4270-800f-5cc503a239ba,8fc5ba55-1515-4c7e-83d8-22652efc9de0,23196075.754011076,23196076.55350389,23196081.736000665,6016,200,0.7994928136467934,5.182496774941683,0
a03c23ef-801f-4a26-a77b-022ce12fb033,6d7b95ea-a764-4fbb-bc5d-d8757770ef9d,23196076.754319,23196077.573255192,23196082.721694384,6027,200,0.8189361914992332,5.1484391912817955,0
bf264297-9057-43b1-9c72-c4a0d2ceb379,35aefe97-8742-4979-b2b8-4a28b9070c42,23196077.755079832,23196078.55641591,23196083.67446323,5916,200,0.8013360798358917,5.118047319352627,0
7c7a4744-528e-4566-83cb-97db45a563f0,e1f80c6e-336f-499b-a51f-f0941247a553,23196078.755795512,23196078.889595814,23196084.239373524,1093,200,0.13380030170083046,5.349777709692717,0
44e83cc8-f4db-4c07-9ad1-c4a370313c30,6eaf8133-7939-46f4-9d84-37d509bbe307,23196079.75682735,23196079.949597135,23196086.183635958,1519,200,0.19276978448033333,6.234038822352886,0
e3d1e621-97ac-4ba2-a999-0a4a01ab6652,10274712-15b9-4ba8-bf9e-afd3ea418fea,23196080.757580813,23196080.939552736,23196087.773980062,1370,200,0.18197192251682281,6.834427326917648,0
4eb356f2-e6ef-40e9-a505-510102b5d5d9,c2bc52aa-afb1-4669-b883-311a0bd8dd2d,23196081.75807736,23196082.502695885,23196089.333050404,5723,200,0.7446185238659382,6.830354519188404,0
2fc4cec0-b0e8-47ff-b413-776a50e52cb3,9ce30485-8c31-44c4-8d57-b7050a95da82,23196082.758586016,23196083.502986755,23196090.239392124,5671,200,0.7444007396697998,6.736405368894339,0
ecc808a9-ba63-4e7a-8db4-eb99c1982ccf,032b7cda-1c54-47e7-b384-54d42262880e,23196083.75948636,23196084.55043462,23196090.779795364,5961,200,0.7909482605755329,6.229360744357109,0
a38ef3c9-e51c-4e3d-8d9e-d8279f6ee81a,1ee5095e-722a-426b-b570-71b9668d8084,23196084.76012064,23196085.513987992,23196091.40190161,5745,200,0.7538673505187035,5.88791361823678,0
