request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
84ce4f21-3cd2-4dec-b9e6-e72e59d8ded0,78cc0f57-20a8-4e41-a221-0861d77d5efb,23109861.705807507,23109861.921748646,23109862.66807274,63,256,0.2159411385655403,0.7463240958750248
7739cf07-54a1-4ab2-abd2-582668cff570,426ffba8-ad76-4e72-b0ab-f57b34bed414,23109862.04020262,23109862.670955304,23109863.31548247,46,220,0.630752682685852,0.6445271670818329
e470a732-b7b1-4f7e-ba5c-441533fc1850,8e34d7f9-1d83-4a30-946a-30c35352f8bc,23109862.373783745,23109862.67063536,23109864.09570976,91,256,0.29685161635279655,1.4250743985176086
5b869d5e-a796-4636-9a7f-9f8716f6add2,daad40b2-6e93-446a-a6b9-5a7171f20854,23109862.70779052,23109864.10020632,23109864.840289254,122,252,1.3924157992005348,0.7400829344987869
2cc40c36-711e-4742-b62e-be09ad1a6664,f6f823ec-ea1f-4c23-b506-39fc987f56d8,23109863.041377977,23109864.09959205,23109865.597160064,33,256,1.058214072138071,1.4975680150091648
d32227f6-ab69-4628-ae2b-f6d022700c7e,247ee401-d68f-4f4f-8430-da099244431d,23109863.375715878,23109864.099913314,23109865.72020595,34,42,0.7241974361240864,1.6202926374971867
c847a26d-1c02-4697-994a-9ae35b5b49f7,63654278-c869-40f6-9c7e-011ffe9c4c5e,23109863.709081884,23109864.100477666,23109866.482516628,299,256,0.39139578118920326,2.382038962095976
9292662e-719e-4cd3-b23c-2a62c9059a71,820b2237-932a-4a71-9b75-05e06a321790,23109864.042734697,23109864.099285945,23109867.24611221,45,256,0.0565512478351593,3.1468262635171413
8dc32f14-d9a6-4eb0-b0a5-532499bd23ce,cb1fcb37-574e-49f5-adae-27e1d6e3fcc9,23109864.376953516,23109867.249658626,23109867.400275994,46,53,2.8727051094174385,0.15061736851930618
63701b38-a9b9-4237-bdc1-723ad2df792e,3acf5ba4-72c3-4577-aa89-efca39c4e654,23109864.711025257,23109867.250041317,23109868.1468991,34,256,2.5390160605311394,0.8968577831983566
915dd289-f1eb-4e36-aab1-d0c9b9f2ec81,17ff898f-efc3-4c44-949c-1552cabc1b97,23109865.044501208,23109867.25150546,23109868.895596996,79,256,2.207004252821207,1.644091535359621
09a8b1cd-7942-45ca-b127-288a0d517edf,622e59b1-84c5-48a1-904a-aaa0cc04c661,23109865.37794859,23109867.25218769,23109869.645491745,39,256,1.8742391020059586,2.39330405369401
22aabee7-38fd-47f0-995a-4e1bf04ea38b,2b683c26-e6f7-474f-90ba-69b5fa42b818,23109865.712344255,23109867.250859525,23109870.392544687,53,256,1.5385152697563171,3.141685161739588
b7fce4d6-e67b-4151-ace5-851be56378df,e5d9ec13-a248-4e66-a69f-4af993cee713,23109866.046114523,23109867.25119655,23109871.144836202,62,256,1.2050820253789425,3.8936396539211273
f311c7d2-2373-42b3-9dac-778ce2f52bd3,4215f10e-7ca4-4143-b582-62962fa34b8c,23109866.379558746,23109867.25059216,23109871.91676947,91,256,0.8710334151983261,4.666177310049534
81426537-bd3a-4220-b8c9-59f1ce1584a8,691924f0-4447-46b6-8c17-bce763548912,23109866.713951316,23109867.251870077,23109872.67266863,35,256,0.5379187613725662,5.420798551291227
6714dccd-dd32-455b-9049-c41cfd394ddb,6674a0b2-5fcf-40e4-a11d-2fc8092717b7,23109867.04812907,23109867.25032671,23109873.412417024,37,256,0.20219764113426208,6.162090312689543
8ca57b90-feb0-42f7-a1a5-867b9e09e70b,61cc3038-229b-42b4-a8d6-e2dc4c23cf82,23109867.3820176,23109873.415148914,23109873.914523628,37,174,6.0331313125789165,0.49937471374869347
4b3e4290-56f0-469b-8dc6-8db4b3e315fb,7b684a02-f828-4d1d-8b09-797ad10db176,23109867.715488,23109873.415463228,23109874.662648346,76,256,5.699975226074457,1.247185118496418
7ca34abb-9160-4623-9158-47fb30cf20f0,43de6617-6161-4832-be23-4105323950f4,23109868.04988776,23109873.41574071,23109875.402839202,32,256,5.365852948278189,1.9870984926819801
