request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
3dec3892-dbc6-4f5d-8d75-1c9dddde2792,3ae663a1-4eaa-473c-a8ca-e5ed2fd6bf81,1067818.293433545,1067819.153942318,1067819.3213558209,6228,18,0.8605087730102241,0.16741350293159485
b782846f-c2d8-4975-866b-071db2fa4281,9bb66c7b-e720-4c31-baca-a2f43672e95a,1067814.775356857,1067815.969403526,1067816.345379584,1164,41,1.194046668941155,0.3759760579559952
edc00716-3f10-413a-87e3-4c8cfa55dd82,fd85aaea-6f27-4a87-b591-1bc8eedf9b03,1067814.775349393,1067815.8826196,1067816.360652832,6258,46,1.107270207023248,0.478033232036978
0e30a9d2-cbb6-4f18-96ea-87aaaabf0af5,06312fd4-a78a-42c6-96c4-a5088cfcc81e,1067818.161711239,1067819.111348143,1067819.8876239192,2970,47,0.9496369040571153,0.7762757760938257
8959650d-2c90-4815-9d7f-678c096a44ea,b10ff1df-1a27-4b7a-8491-ded24b953092,1067818.293429813,1067819.308572906,1067819.673043149,6342,28,1.0151430929545313,0.3644702429883182
7b89ae2c-d377-4643-89cf-0e4b1965c53d,efe15bf4-dd56-479d-b95c-afeeff561f55,1067818.161832002,1067819.148663593,1067819.892366529,5945,32,0.9868315909989178,0.7437029359862208
fd784c73-7deb-41df-997e-078bd977b9ed,22f5a854-c712-4723-bd34-5ceb84f20a58,1067818.293420498,1067819.000449046,1067820.1018544282,2880,91,0.7070285480003804,1.101405382156372
4b706ea2-1faa-4eda-a0f0-53b8c6a2ce3d,bf643991-8072-4e34-aaba-6aa45667f279,1067818.293436637,1067819.0357825619,1067820.818102927,1587,200,0.7423459249548614,1.7823203650768846
c569a68d-0ced-4edc-bb6b-a567d433a6a8,78c7ebb0-2d9a-4cfc-adc9-dc9ee1c4eab2,1067814.775307145,1067819.33889293,1067821.121479783,6069,142,4.5635857849847525,1.7825868530198932
ea6797da-3729-441c-a156-e75563f3d3ff,3cc8072d-46b6-40b5-a71a-afefedb345af,1067818.161869284,1067819.143709783,1067821.2178921201,3254,200,0.9818404989782721,2.0741823371499777
91b0f321-a6ce-4e65-837d-46317a506cf1,69135169-f345-430e-9aa5-23b65cd128a2,1067818.16182744,1067819.1090292088,1067821.286258922,3011,200,0.9472017688676715,2.1772297131828964
f9a06a46-598d-4b54-9833-0487404f538e,dcebb6b1-74bc-4dbf-86f2-41f09017875b,1067818.161714892,1067819.0819237807,1067821.2883496368,2627,200,0.9202088888268918,2.2064258561003953
ae9742d9-b1c9-4417-a693-6b88aa1e7e10,2f758670-b8ed-4ec1-862e-affd9609923b,1067818.161875667,1067819.32880302,1067821.619386841,4207,196,1.1669273530133069,2.29058382101357
5c9fedb4-2909-4deb-a6f1-f91377b0e541,89e80c47-eb76-4c40-b6e4-269cb612656b,1067818.161665033,1067819.084740984,1067821.634922039,1231,200,0.9230759509373456,2.5501810549758375
9201c4e4-5974-4599-8647-f90e7a93a015,68c2cd56-cbb7-49b7-9c8c-18311d704231,1067818.161873726,1067819.140092824,1067821.637245968,3937,200,0.9782190979458392,2.4971531440969557
dd51c5f5-aea9-4818-b796-9198e048e864,fdc227b0-6b16-435f-95a4-a55419769f5a,1067819.305755706,1067819.874470965,1067821.696389278,1210,200,0.5687152589671314,1.8219183129258454
d0c68a1e-70f8-43c5-aa78-a5c09d791283,253cd96e-682a-412f-b75a-b826bf7b830c,1067818.161829468,1067819.213548967,1067821.754889349,6282,200,1.051719498820603,2.541340382071212
63149fe1-8845-476d-940c-d4300e43254d,811fc368-df9a-4da3-b103-b4c3c476eec0,1067819.305770075,1067819.873068563,1067821.936106017,3006,200,0.5672984879929572,2.063037454150617
4c292556-48a4-4320-acc8-ff352db6f68c,d4238793-b034-4004-8635-9639e6bd91f6,1067818.161871802,1067819.362849327,1067821.963004288,6387,200,1.2009775249753147,2.6001549609936774
4775b39a-4257-4bcb-bd2b-0207694c9dc4,8263d56c-0301-4b0e-9bce-d56c30ac60df,1067818.161821138,1067819.146318417,1067821.981584435,6450,200,0.9844972789287567,2.8352660180535167
0e081051-1dab-4bf9-99c8-a7ee21618dac,764b887c-0f76-4dbe-8fcb-1a144f07cbcd,1067814.775360753,1067816.122505449,1067818.7371612121,1470,200,1.347144695930183,2.6146557631436735
e75071c3-56c4-42b9-9c64-457140976d8f,dfcdcbab-7dbe-416c-8b11-c8c9328aed43,1067819.305766632,1067819.982967424,1067822.062272852,5828,159,0.6772007918916643,2.0793054280802608
5ade23c5-d829-40ae-b930-2cfdfd88757d,afd76ba8-dee7-4f83-b1dd-08d1d278d296,1067818.161825022,1067819.2088272402,1067822.094085904,6401,200,1.0470022181980312,2.8852586639113724
a6cced9f-c514-40ba-bea7-c750da6734e2,12cd0593-3b00-4e01-8af8-5885c65b23b2,1067818.161877407,1067819.295708731,1067822.092369134,3281,200,1.133831324055791,2.7966604030225426
395debcf-ae6a-4dd9-b1fc-e26d30afc262,576e478b-c34e-41ac-b6c5-ffe5ab41a267,1067819.30577361,1067819.9820018422,1067822.2846781781,6295,200,0.67622823221609,2.3026763359084725
9590dd34-32eb-4c11-b1fe-c7198f95816a,91152587-decc-47ab-9f6b-e6eb00d2bbdb,1067819.30573758,1067819.9935687429,1067822.3031194098,6837,200,0.6878311629407108,2.3095506669487804
f5e5f4c3-cad1-4796-8d47-8558564a999b,644cffe6-f7e2-45fc-8b1e-a5ae777f772e,1067819.30576316,1067819.9659080042,1067822.3068941003,6045,200,0.6601448440924287,2.340986096067354
fdf714ee-bd04-4c59-9a6c-aba4a9cd9218,0445fb1b-0ae1-4be1-8fd2-5362ee8faac7,1067819.305750967,1067819.949975259,1067822.361309116,6075,186,0.6442242919001728,2.4113338571041822
