request_id,conversation_id,send_time,ttft_time,total_time,tokens_in,tokens_out,ttft,tpot
1504cc98-792b-413a-aefb-87ca3c9598c8,efe15bf4-dd56-479d-b95c-afeeff561f55,17910.457065249,17911.932819037,17912.382721963997,5945,25,1.4757537879995652,0.4499029269973107
1b0ef82d-a83c-46cc-ad86-68c12f14c57e,06312fd4-a78a-42c6-96c4-a5088cfcc81e,17910.456264291,17912.313266695,17913.044199331,2970,50,1.8570024040018325,0.7309326360009436
0fc29fad-26dd-4e6c-9c4f-54d7427934ba,829b07c5-8a87-4804-a3af-d41b3777d5f7,17908.653142454,17910.08027053,17911.35496031,4585,64,1.427128076000372,1.2746897799988801
646ee3be-3586-434e-bb86-fbc3c573c458,bce6251d-3800-4c24-95b5-d0897fa4e7d4,17910.456174988,17912.628041128002,17913.097193347003,6098,23,2.1718661400009296,0.4691522190005344
68b81509-31e3-4059-b6a2-a0bd107f5926,dcebb6b1-74bc-4dbf-86f2-41f09017875b,17910.456320341,17911.364385326,17913.348213593,2627,57,0.9080649850002374,1.9838282669988985
eedfe8be-1299-4af3-a25e-cc4981efee5e,a2d50e13-b70d-4fc7-ae7b-c9da9cadaf6a,17908.653126101,17910.312054568,17911.716272013,5867,45,1.6589284670008055,1.4042174450005405
9541fd04-ba2a-44ac-b163-24b58339a731,dec5032f-5640-4adb-8120-132fbe0e8a7b,17910.456989403,17911.544990717997,17913.70395182,2978,115,1.0880013149981096,2.1589611020026496
58dc3be2-bb02-4213-a8af-56c8c9049e7d,2f758670-b8ed-4ec1-862e-affd9609923b,17911.304571046,17912.32185866,17914.211210091,4207,150,1.0172876140022709,1.8893514310002502
77de11c4-a604-42ab-a1a7-3761bfabb78b,69135169-f345-430e-9aa5-23b65cd128a2,17910.457051934,17911.54392803,17914.530798694,3011,200,1.0868760960001964,2.9868706639972515
f14c3b70-e0b5-4114-a1f8-6deb5a6edd70,3576d3c5-71c8-4aa8-bb01-7f961dd7500d,17910.457029896,17911.722733774,17914.560626376,6693,200,1.2657038780016592,2.837892601997737
4abcac84-f59e-4011-93ac-79119322f069,9d3da819-d55e-499b-8c32-f0bc4ad5ad0e,17910.457042691,17911.336078492,17914.532738769,552,200,0.8790358010010095,3.196660277000774
cd55f565-7f1e-424f-9efe-29f7f5b28f92,764b887c-0f76-4dbe-8fcb-1a144f07cbcd,17908.653150464,17910.233719661002,17912.931301120003,1470,200,1.5805691970017506,2.697581459000503
cdd394c1-4028-4b3f-a701-3599a675c048,9136ede0-846b-49de-ba9b-d51df17940f6,17910.456291366,17911.355188868,17914.604071893,2274,200,0.8988975020001817,3.2488830250003957
efdd0170-c47c-4b24-a769-355a99d3954b,d3954709-3e90-4162-b807-366fedb25f30,17911.304613838,17912.601584303,17914.67284768,2663,138,1.2969704649985943,2.071263377001742
76f4db1f-8367-4e81-83af-d01638122d16,33f5eb26-3de9-4bce-925b-e443662cebb3,17908.6531662,17910.122677166,17912.927369757,5460,200,1.4695109659987793,2.8046925909984566
d5d4e888-5649-4455-894e-8bf3d210090b,718883b9-5dbd-4f0e-886e-d600c4e5d04e,17910.457067764,17911.530766362,17914.540463872003,3245,200,1.0736985980001919,3.0096975100022973
65cbc565-24e3-44ce-afac-8b4f7c2a60d2,768e7329-8d72-458d-b447-38a0758c3ca0,17911.304623166,17912.607468579,17914.678217596,634,101,1.3028454129998863,2.0707490169988887
d0da7dae-8663-4cfd-b1b0-0ce8e57af737,3e898836-74a0-4cf5-a1cb-5bb4c5d138b8,17908.653179714,17909.766704122,17912.906160693,716,200,1.1135244079996482,3.139456570999755
afb81a5f-f8f2-4e89-bcae-57dd2ef28c63,6ee396d8-db4c-4684-88ab-113b143832cd,17908.653182654,17910.393913327,17912.918585552,6166,200,1.7407306729983247,2.524672225001268
4e5c4103-08ff-4b50-93d8-7ca13ab44ede,9a390ce8-ec52-46aa-9236-6b87deba390f,17911.304585534,17912.182284218998,17914.710793634,580,200,0.8776986849989044,2.5285094150021905
a01f9714-59a7-45f6-8aac-51d4e79cfb2b,68c2cd56-cbb7-49b7-9c8c-18311d704231,17911.304638679,17911.988769513002,17914.707213635,3937,200,0.6841308340008254,2.7184441219978908
dcf10be2-7f77-482e-9a46-e8acf611aa25,007879d7-17c6-4389-ba33-481a162caaa9,17911.304562623,17912.493512942,17914.736680873004,1737,109,1.1889503189995594,2.243167931002972
ef20753f-c1e6-4641-a554-ffeca83c0224,12cd0593-3b00-4e01-8af8-5885c65b23b2,17911.304603183,17913.097898082004,17915.134271491002,3281,96,1.7932948990019213,2.03637340899877
066727e8-d9eb-4ffb-840b-acc7a45d266d,16ee1f98-70d1-4f25-b592-1d867d4d1193,17910.457056664,17911.681310598997,17915.006855282998,4744,200,1.2242539349972503,3.3255446840012155
1515d937-9926-4dcc-aae3-56497ca37bf9,d3326a24-2cfe-423c-b12e-a234f3b6df37,17911.304598152,17912.41645065,17915.150705728,6160,200,1.1118524979974609,2.734255078001297
fbd60848-d1fb-4ca4-8dae-1a07fe5d9975,af106407-ea10-4304-a36e-a9f2fe57ec32,17911.304592248,17911.789696443,17915.157930317,3236,200,0.48510419499871205,3.3682338739999977
83e14bb9-4bc2-443f-8050-c42eb04faf4e,e74245db-a56d-47ca-9c2a-8e63314d403e,17910.456995424,17911.401412484,17915.072511080998,2899,200,0.9444170599999779,3.6710985969984904
058defc2-9c98-4866-a4bd-8070adc828f0,50255ca8-a7bc-49f9-aa44-a33caa66a0be,17908.653153184,17910.789995909,17913.418266011002,6388,200,2.1368427249981323,2.628270102002716
23998e2a-9e0b-4fac-b7c2-7968c72099a0,05e1566c-e2c2-40c1-8197-f0a115703a0c,17910.456288124,17911.666679482,17915.104623607,3272,200,1.2103913579994696,3.4379441249984666
9f64e77a-513a-485f-a888-dc438eaafb72,5c06298c-86e7-48f5-99ec-f360b1699941,17910.456308774,17911.7068123,17915.100960858,3990,200,1.2505035260001023,3.39414855799987
66b58824-5618-41a5-9913-5886da1b1ae0,f93cf9d2-38b2-470c-ab49-c0cef71be9fc,17911.304649503,17911.977151642,17915.184294029998,5255,173,0.6725021390011534,3.20714238799701
1f466515-bf57-43a3-8c50-436f34ff15cc,9b851f62-5c3b-4f7e-9c1c-652e52982025,17911.304520268,17912.217133707003,17915.195905762,681,200,0.9126134390025982,2.9787720549975347
676dadc9-17b6-42cf-88e2-1436df51156f,0b4cd372-bd8b-4110-ae65-321a75436596,17908.653185044,17910.423663133,17913.405825052,2437,200,1.7704780889980611,2.982161919000646
d9ffca07-53f9-42f5-874f-3d09e5296c0e,77009573-9a63-4e26-9c35-e340c889f339,17910.457032539,17911.753921383002,17915.101387540002,4755,200,1.2968888440009323,3.3474661569998716
41265d76-608b-4316-bbae-caddb7bcaeeb,9bb66c7b-e720-4c31-baca-a2f43672e95a,17908.653080014,17911.397380186,17915.209610834998,1164,200,2.744300172002113,3.812230648996774
5b1a2236-b4f2-46ae-a9fc-a5da63276325,c3afa93c-0f3f-46f3-9ff6-4aa96ba3a472,17910.457018482,17911.899799395,17915.117504926002,1121,200,1.4427809129992966,3.2177055310021387
3c24eec4-b43d-4531-abbb-d992e5a80b47,21dbf6ef-22d2-46e3-ac48-9cb8657506d9,17910.456317294,17911.410304967,17915.133529490002,2980,200,0.953987673001393,3.723224523000681
517fbf02-9426-4f46-b754-7091fd5253ce,12a20126-19e5-4ddc-b4e6-5b1c4432afdc,17910.457026966,17912.043144981,17915.125528911998,6178,200,1.5861180149986467,3.08238393099964
f21d17e6-878f-4700-8a72-ad7f507e903d,d4238793-b034-4004-8635-9639e6bd91f6,17911.304627989,17912.243002731,17915.220113249998,6387,200,0.9383747419997235,2.977110518997506
0ed2cab1-c76f-4854-9aac-3531794d1d00,253cd96e-682a-412f-b75a-b826bf7b830c,17910.457063136,17912.107380418,17915.084956261002,6282,200,1.6503172820011969,2.9775758430005226
3d6f0c20-d924-4cc3-a559-85cf3b737bd8,cf4fae3f-b581-4c59-9fef-3738c46b3c2b,17910.457021607,17912.244693962,17915.131360846997,2234,179,1.7876723549998133,2.8866668849987036
2adcf921-c9b3-4de1-9563-e9fb61444911,78c7ebb0-2d9a-4cfc-adc9-dc9ee1c4eab2,17908.653169181,17911.574413443002,17913.472663554,6069,168,2.9212442620009824,1.8982501109967416
86c5efdc-611e-44a1-a225-f71a30933b23,90459a3b-3485-49f1-9ff4-20b06e66b7dc,17910.457047424,17912.757668923998,17915.277062276997,6238,200,2.3006214999986696,2.5193933529990318
